C02199V02655,Sex,C03367V04052,County,TLIST(A1),CensusYear,C02076V03371,Age Group,STATISTIC,Statistic Label,UNIT,VALUE,C03789V04537,Administrative Counties
2,Female,KE,Kildare,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,3590.0,,
2,Female,KE,Kildare,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,1397.0,,
2,Female,KE,Kildare,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,38.9,,
2,Female,KE,Kildare,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1832.0,,
2,Female,KE,Kildare,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,813.0,,
2,Female,KE,Kildare,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,44.4,,
2,Female,KE,Kildare,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,782.0,,
2,Female,KE,Kildare,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,356.0,,
2,Female,KE,Kildare,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.5,,
2,Female,KK,Kilkenny,2011,2011,-,All ages,EY015C01,Persons in private households,Number,46879.0,,
2,Female,KK,Kilkenny,2011,2011,-,All ages,EY015C02,Persons living alone,Number,3644.0,,
2,Female,KK,Kilkenny,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.8,,
2,Female,KK,Kilkenny,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,5598.0,,
2,Female,KK,Kilkenny,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1707.0,,
2,Female,KK,Kilkenny,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,30.5,,
2,Female,KK,Kilkenny,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,3747.0,,
2,Female,KK,Kilkenny,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1346.0,,
2,Female,KK,Kilkenny,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,35.9,,
2,Female,KK,Kilkenny,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,2430.0,,
2,Female,KK,Kilkenny,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,984.0,,
2,Female,KK,Kilkenny,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,40.5,,
2,Female,KK,Kilkenny,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1325.0,,
2,Female,KK,Kilkenny,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,597.0,,
2,Female,KK,Kilkenny,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.1,,
2,Female,KK,Kilkenny,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,601.0,,
2,Female,KK,Kilkenny,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,272.0,,
2,Female,KK,Kilkenny,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.3,,
2,Female,KK,Kilkenny,2016,2016,-,All ages,EY015C01,Persons in private households,Number,48617.0,,
2,Female,KK,Kilkenny,2016,2016,-,All ages,EY015C02,Persons living alone,Number,3873.0,,
2,Female,KK,Kilkenny,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.0,,
2,Female,KK,Kilkenny,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,6579.0,,
2,Female,KK,Kilkenny,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1929.0,,
2,Female,KK,Kilkenny,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,29.3,,
2,Female,KK,Kilkenny,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,4447.0,,
2,Female,KK,Kilkenny,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1555.0,,
2,Female,KK,Kilkenny,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,35.0,,
2,Female,KK,Kilkenny,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,2738.0,,
2,Female,KK,Kilkenny,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,1119.0,,
2,Female,KK,Kilkenny,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,40.9,,
2,Female,KK,Kilkenny,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1553.0,,
2,Female,KK,Kilkenny,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,698.0,,
2,Female,KK,Kilkenny,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,44.9,,
2,Female,KK,Kilkenny,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,686.0,,
2,Female,KK,Kilkenny,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,333.0,,
2,Female,KK,Kilkenny,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,48.5,,
2,Female,LS,Laois,2011,2011,-,All ages,EY015C01,Persons in private households,Number,39822.0,,
2,Female,LS,Laois,2011,2011,-,All ages,EY015C02,Persons living alone,Number,2903.0,,
2,Female,LS,Laois,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.3,,
2,Female,LS,Laois,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,3967.0,,
2,Female,LS,Laois,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1275.0,,
2,Female,LS,Laois,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,32.1,,
2,Female,LS,Laois,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,2685.0,,
2,Female,LS,Laois,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1022.0,,
2,Female,LS,Laois,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,38.1,,
2,Female,LS,Laois,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,1728.0,,
2,Female,LS,Laois,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,749.0,,
2,Female,LS,Laois,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,43.3,,
2,Female,LS,Laois,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,959.0,,
2,Female,LS,Laois,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,463.0,,
2,Female,LS,Laois,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,48.3,,
2,Female,LS,Laois,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,419.0,,
2,Female,LS,Laois,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,199.0,,
2,Female,LS,Laois,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,47.5,,
2,Female,LS,Laois,2016,2016,-,All ages,EY015C01,Persons in private households,Number,41748.0,,
2,Female,LS,Laois,2016,2016,-,All ages,EY015C02,Persons living alone,Number,3018.0,,
2,Female,LS,Laois,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.2,,
2,Female,LS,Laois,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,4590.0,,
2,Female,LS,Laois,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1384.0,,
2,Female,LS,Laois,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,30.2,,
2,Female,LS,Laois,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,3069.0,,
2,Female,LS,Laois,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1093.0,,
2,Female,LS,Laois,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,35.6,,
2,Female,LS,Laois,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,1869.0,,
2,Female,LS,Laois,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,781.0,,
2,Female,LS,Laois,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,41.8,,
2,Female,LS,Laois,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1044.0,,
2,Female,LS,Laois,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,494.0,,
2,Female,LS,Laois,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,47.3,,
2,Female,LS,Laois,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,454.0,,
2,Female,LS,Laois,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,231.0,,
2,Female,LS,Laois,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,50.9,,
2,Female,LD,Longford,2011,2011,-,All ages,EY015C01,Persons in private households,Number,19191.0,,
2,Female,LD,Longford,2011,2011,-,All ages,EY015C02,Persons living alone,Number,1706.0,,
2,Female,LD,Longford,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.9,,
2,Female,LD,Longford,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,2370.0,,
2,Female,LD,Longford,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,802.0,,
2,Female,LD,Longford,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,33.8,,
2,Female,LD,Longford,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,1565.0,,
2,Female,LD,Longford,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,610.0,,
2,Female,LD,Longford,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,39.0,,
2,Female,LD,Longford,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,1054.0,,
2,Female,LD,Longford,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,454.0,,
2,Female,LD,Longford,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,43.1,,
2,Female,LD,Longford,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,592.0,,
2,Female,LD,Longford,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,275.0,,
2,Female,LD,Longford,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,46.5,,
2,Female,LD,Longford,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,258.0,,
2,Female,LD,Longford,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,125.0,,
2,Female,LD,Longford,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,48.4,,
2,Female,LD,Longford,2016,2016,-,All ages,EY015C01,Persons in private households,Number,20177.0,,
2,Female,LD,Longford,2016,2016,-,All ages,EY015C02,Persons living alone,Number,1863.0,,
2,Female,LD,Longford,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,9.2,,
2,Female,LD,Longford,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,2820.0,,
2,Female,LD,Longford,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,926.0,,
2,Female,LD,Longford,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,32.8,,
2,Female,LD,Longford,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,1883.0,,
2,Female,LD,Longford,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,750.0,,
2,Female,LD,Longford,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,39.8,,
2,Female,LD,Longford,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,1138.0,,
2,Female,LD,Longford,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,519.0,,
2,Female,LD,Longford,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.6,,
2,Female,LD,Longford,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,674.0,,
2,Female,LD,Longford,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,328.0,,
2,Female,LD,Longford,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,48.7,,
2,Female,LD,Longford,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,301.0,,
2,Female,LD,Longford,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,157.0,,
2,Female,LD,Longford,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,52.2,,
2,Female,LH,Louth,2011,2011,-,All ages,EY015C01,Persons in private households,Number,61525.0,,
2,Female,LH,Louth,2011,2011,-,All ages,EY015C02,Persons living alone,Number,4984.0,,
2,Female,LH,Louth,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.1,,
2,Female,LH,Louth,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,6842.0,,
2,Female,LH,Louth,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,2306.0,,
2,Female,LH,Louth,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,33.7,,
2,Female,LH,Louth,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,4614.0,,
2,Female,LH,Louth,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1845.0,,
2,Female,LH,Louth,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,40.0,,
2,Female,LH,Louth,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,2937.0,,
2,Female,LH,Louth,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,1348.0,,
2,Female,LH,Louth,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.9,,
2,Female,LH,Louth,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1677.0,,
2,Female,LH,Louth,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,858.0,,
2,Female,LH,Louth,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,51.2,,
2,Female,LH,Louth,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,781.0,,
2,Female,LH,Louth,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,415.0,,
2,Female,LH,Louth,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,53.1,,
2,Female,LH,Louth,2016,2016,-,All ages,EY015C01,Persons in private households,Number,64442.0,,
2,Female,LH,Louth,2016,2016,-,All ages,EY015C02,Persons living alone,Number,5150.0,,
2,Female,LH,Louth,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.0,,
2,Female,LH,Louth,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,8064.0,,
2,Female,LH,Louth,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,2534.0,,
2,Female,LH,Louth,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.4,,
2,Female,LH,Louth,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,5380.0,,
2,Female,LH,Louth,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1973.0,,
2,Female,LH,Louth,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,36.7,,
2,Female,LH,Louth,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,3267.0,,
2,Female,LH,Louth,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,1419.0,,
2,Female,LH,Louth,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,43.4,,
2,Female,LH,Louth,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1802.0,,
2,Female,LH,Louth,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,891.0,,
2,Female,LH,Louth,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,49.4,,
2,Female,LH,Louth,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,816.0,,
2,Female,LH,Louth,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,429.0,,
2,Female,LH,Louth,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,52.6,,
2,Female,MH,Meath,2011,2011,-,All ages,EY015C01,Persons in private households,Number,91983.0,,
2,Female,MH,Meath,2011,2011,-,All ages,EY015C02,Persons living alone,Number,5725.0,,
2,Female,MH,Meath,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,6.2,,
2,Female,MH,Meath,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,8013.0,,
2,Female,MH,Meath,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,2406.0,,
2,Female,MH,Meath,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,30.0,,
2,Female,MH,Meath,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,5118.0,,
2,Female,MH,Meath,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1864.0,,
2,Female,MH,Meath,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,36.4,,
2,Female,MH,Meath,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,3227.0,,
2,Female,MH,Meath,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,1363.0,,
2,Female,MH,Meath,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,42.2,,
2,Female,MH,Meath,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1755.0,,
2,Female,MH,Meath,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,816.0,,
2,Female,MH,Meath,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,46.5,,
2,Female,MH,Meath,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,785.0,,
2,Female,MH,Meath,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,355.0,,
2,Female,MH,Meath,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.2,,
2,Female,MH,Meath,2016,2016,-,All ages,EY015C01,Persons in private households,Number,97541.0,,
2,Female,MH,Meath,2016,2016,-,All ages,EY015C02,Persons living alone,Number,5846.0,,
2,Female,MH,Meath,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,6.0,,
2,Female,MH,Meath,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,10053.0,,
2,Female,MH,Meath,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,2762.0,,
2,Female,MH,Meath,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,27.5,,
2,Female,MH,Meath,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,6477.0,,
2,Female,MH,Meath,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,2128.0,,
2,Female,MH,Meath,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,32.9,,
2,Female,MH,Meath,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,3780.0,,
2,Female,MH,Meath,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,1480.0,,
2,Female,MH,Meath,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,39.2,,
2,Female,MH,Meath,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,2090.0,,
2,Female,MH,Meath,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,933.0,,
2,Female,MH,Meath,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,44.6,,
2,Female,MH,Meath,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,929.0,,
2,Female,MH,Meath,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,447.0,,
2,Female,MH,Meath,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,48.1,,
2,Female,OY,Offaly,2011,2011,-,All ages,EY015C01,Persons in private households,Number,37959.0,,
2,Female,OY,Offaly,2011,2011,-,All ages,EY015C02,Persons living alone,Number,2766.0,,
2,Female,OY,Offaly,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.3,,
2,Female,OY,Offaly,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,4314.0,,
2,Female,OY,Offaly,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1316.0,,
2,Female,OY,Offaly,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,30.5,,
2,Female,OY,Offaly,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,2920.0,,
2,Female,OY,Offaly,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1047.0,,
2,Female,OY,Offaly,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,35.9,,
2,Female,OY,Offaly,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,1844.0,,
2,Female,OY,Offaly,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,766.0,,
2,Female,OY,Offaly,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,41.5,,
2,Female,OY,Offaly,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,997.0,,
2,Female,OY,Offaly,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,448.0,,
2,Female,OY,Offaly,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,44.9,,
2,Female,OY,Offaly,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,407.0,,
2,Female,OY,Offaly,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,186.0,,
2,Female,OY,Offaly,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.7,,
2,Female,OY,Offaly,2016,2016,-,All ages,EY015C01,Persons in private households,Number,39000.0,,
2,Female,OY,Offaly,2016,2016,-,All ages,EY015C02,Persons living alone,Number,2962.0,,
2,Female,OY,Offaly,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,7.6,,
2,Female,OY,Offaly,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,5213.0,,
2,Female,OY,Offaly,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1511.0,,
2,Female,OY,Offaly,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,29.0,,
2,Female,OY,Offaly,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,3444.0,,
2,Female,OY,Offaly,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1188.0,,
2,Female,OY,Offaly,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,34.5,,
2,Female,OY,Offaly,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,2152.0,,
2,Female,OY,Offaly,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,870.0,,
2,Female,OY,Offaly,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,40.4,,
2,Female,OY,Offaly,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1176.0,,
2,Female,OY,Offaly,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,534.0,,
2,Female,OY,Offaly,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.4,,
2,Female,OY,Offaly,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,508.0,,
2,Female,OY,Offaly,2016,2016,630,85 years and over,EY015C02,Persons living alone,Number,240.0,,
2,Female,OY,Offaly,2016,2016,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,47.2,,
2,Female,WH,Westmeath,2011,2011,-,All ages,EY015C01,Persons in private households,Number,42451.0,,
2,Female,WH,Westmeath,2011,2011,-,All ages,EY015C02,Persons living alone,Number,3527.0,,
2,Female,WH,Westmeath,2011,2011,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.3,,
2,Female,WH,Westmeath,2011,2011,575,65 years and over,EY015C01,Persons in private households,Number,4757.0,,
2,Female,WH,Westmeath,2011,2011,575,65 years and over,EY015C02,Persons living alone,Number,1565.0,,
2,Female,WH,Westmeath,2011,2011,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,32.9,,
2,Female,WH,Westmeath,2011,2011,590,70 years and over,EY015C01,Persons in private households,Number,3247.0,,
2,Female,WH,Westmeath,2011,2011,590,70 years and over,EY015C02,Persons living alone,Number,1259.0,,
2,Female,WH,Westmeath,2011,2011,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,38.8,,
2,Female,WH,Westmeath,2011,2011,605,75 years and over,EY015C01,Persons in private households,Number,2088.0,,
2,Female,WH,Westmeath,2011,2011,605,75 years and over,EY015C02,Persons living alone,Number,939.0,,
2,Female,WH,Westmeath,2011,2011,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.0,,
2,Female,WH,Westmeath,2011,2011,620,80 years and over,EY015C01,Persons in private households,Number,1174.0,,
2,Female,WH,Westmeath,2011,2011,620,80 years and over,EY015C02,Persons living alone,Number,570.0,,
2,Female,WH,Westmeath,2011,2011,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,48.6,,
2,Female,WH,Westmeath,2011,2011,630,85 years and over,EY015C01,Persons in private households,Number,494.0,,
2,Female,WH,Westmeath,2011,2011,630,85 years and over,EY015C02,Persons living alone,Number,225.0,,
2,Female,WH,Westmeath,2011,2011,630,85 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,45.5,,
2,Female,WH,Westmeath,2016,2016,-,All ages,EY015C01,Persons in private households,Number,44071.0,,
2,Female,WH,Westmeath,2016,2016,-,All ages,EY015C02,Persons living alone,Number,3737.0,,
2,Female,WH,Westmeath,2016,2016,-,All ages,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,8.5,,
2,Female,WH,Westmeath,2016,2016,575,65 years and over,EY015C01,Persons in private households,Number,5502.0,,
2,Female,WH,Westmeath,2016,2016,575,65 years and over,EY015C02,Persons living alone,Number,1725.0,,
2,Female,WH,Westmeath,2016,2016,575,65 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,31.4,,
2,Female,WH,Westmeath,2016,2016,590,70 years and over,EY015C01,Persons in private households,Number,3660.0,,
2,Female,WH,Westmeath,2016,2016,590,70 years and over,EY015C02,Persons living alone,Number,1363.0,,
2,Female,WH,Westmeath,2016,2016,590,70 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,37.2,,
2,Female,WH,Westmeath,2016,2016,605,75 years and over,EY015C01,Persons in private households,Number,2258.0,,
2,Female,WH,Westmeath,2016,2016,605,75 years and over,EY015C02,Persons living alone,Number,985.0,,
2,Female,WH,Westmeath,2016,2016,605,75 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,43.6,,
2,Female,WH,Westmeath,2016,2016,620,80 years and over,EY015C01,Persons in private households,Number,1257.0,,
2,Female,WH,Westmeath,2016,2016,620,80 years and over,EY015C02,Persons living alone,Number,625.0,,
2,Female,WH,Westmeath,2016,2016,620,80 years and over,EY015C03,Persons living alone as a percentage of persons in the age group in private households,%,49.7,,
2,Female,WH,Westmeath,2016,2016,630,85 years and over,EY015C01,Persons in private households,Number,556.0,,
